name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Asticcacaulis excentricus	78587	species	4308776	22	15	0.0
Desulfosporosinus meridiei	79209	species	4873567	3	2	0.0
Chitinophaga pinensis	79329	species	9127347	15	14	0.0
Denitrobacterium detoxificans	79604	species	2446250	13	9	0.0
Bacillus clausii	79880	species	4300106	5	4	0.0
Bacillus gibsonii	79881	species	4100094	5	0	0.0
Bacillus pseudofirmus	79885	species	4249248	4	3	0.0
Erwinia pyrifoliae	79967	species	4072846	12	8	0.0
Thioflavicoccus mobilis	80679	species	4137521	137	88	0.0
Haliangium ochraceum	80816	species	9446314	270	212	0.0
Burkholderiales	80840	order	0	69	2	0.0
Herbaspirillum rubrisubalbicans	80842	species	5611261	39	21	0.0
Wolbachia endosymbiont of Brugia malayi	80849	species	1080084	3	3	0.0
Aliivibrio wodanis	80852	species	4635126	7	3	0.0
Moritella viscosa	80854	species	5093989	3	1	0.0
Comamonadaceae	80864	family	0	20	0	0.0
Delftia	80865	genus	0	3	0	0.0
Delftia acidovorans	80866	species	6767514	83	35	0.0
Acidovorax avenae	80867	species	5482170	62	37	0.0
Acidovorax citrulli	80869	species	5352772	69	35	0.0
Treponema brennaborense	81028	species	3055580	11	5	0.0
Hyphomonas neptunium	81032	species	3705021	28	16	0.0
Thermanaerovibrio acidaminovorans	81462	species	1848474	21	15	0.0
Aminobacterium colombiense	81468	species	1980592	2	2	0.0
Frateuria aurantia	81475	species	3603458	52	33	0.0
Methylovorus	81682	genus	0	1	0	0.0
Picrophilus torridus	82076	species	1545895	2	2	0.0
Rhizobiaceae	82115	family	0	16	0	0.0
Cupriavidus gilardii	82541	species	5578743	90	48	0.0
Pseudanabaena sp. PCC 7367	82654	species	4885680	8	8	0.0
Obesumbacterium proteus	82983	species	5011796	9	7	0.0
Pragia fontium	82985	species	4094629	5	4	0.0
Serratia plymuthica	82996	species	6554843	41	13	0.0
Methanocaldococcus fervens	83171	species	1507251	3	2	0.0
Mycobacterium immunogenum	83262	species	11178626	34	21	0.0
Aminobacter aminovorans	83263	species	6890726	74	42	0.0
gamma proteobacterium HdN1	83406	species	4587455	15	11	0.0
Myxococcus stipitatus	83455	species	10350586	114	55	0.0
Parachlamydia acanthamoebae	83552	species	3072383	3	3	0.0
Chlamydia psittaci	83554	species	1253830	2	2	0.0
Chlamydia abortus	83555	species	2288889	1	1	0.0
Chlamydia felis	83556	species	1173791	2	2	0.0
Chlamydia caviae	83557	species	1181356	1	1	0.0
Chlamydia muridarum	83560	species	1503632	1	0	0.0
Stenotrophomonas nitritireducens	83617	species	4541729	65	18	0.0
Pseudoxanthomonas	83618	genus	0	8	0	0.0
Leclercia adecarboxylata	83655	species	4803917	22	14	0.0
Nocardiopsaceae	83676	family	0	3	0	0.0
Kineosporiaceae	83778	family	0	1	0	0.0
Methanobrevibacter ruminantium	83816	species	2937203	1	0	0.0
Methanocorpusculum labreanum	83984	species	1804962	3	3	0.0
Methanoculleus bourgensis	83986	species	2789774	21	5	0.0
Clostridium aceticum	84022	species	4207037	3	2	0.0
Clostridium autoethanogenum	84023	species	8704651	2	0	0.0
[Clostridium] saccharolyticum	84030	species	4662871	7	4	0.0
Slackia heliotrinireducens	84110	species	3165038	24	17	0.0
Eggerthella	84111	genus	0	1	0	0.0
Eggerthella lenta	84112	species	3632260	48	33	0.0
Magnetospirillum magneticum	84159	species	4967148	76	42	0.0
Cryptobacterium curtum	84163	species	1617804	3	1	0.0
Microbacterium chocolatum	84292	species	3168630	40	28	0.0
Brachyspira intermedia	84377	species	3308048	2	1	0.0
Brachyspira murdochii	84378	species	3241804	4	3	0.0
Hippea maritima	84405	species	1694430	10	5	0.0
Lysobacter antibioticus	84531	species	11681564	128	80	0.0
Pedobacter	84567	genus	0	1	0	0.0
Synechococcus sp. WH 8102	84588	species	2434428	13	1	0.0
Verrucosispora	84593	genus	0	1	0	0.0
Gordonia polyisoprenivorans	84595	species	5844299	53	33	0.0
Staphylothermus hellenicus	84599	species	1580347	2	1	0.0
Aeromonadaceae	84642	family	0	4	0	0.0
Beutenbergia	84756	genus	0	1	0	0.0
Beutenbergia cavernae	84757	species	4669183	66	44	0.0
Desulfotalea psychrophila	84980	species	3659634	35	26	0.0
Acidimicrobiales	84993	order	0	4	0	0.0
Acidimicrobiaceae	84994	family	0	2	0	0.0
Rubrobacterales	84996	order	0	3	0	0.0
Rubrobacteraceae	84997	family	0	1	0	0.0
Coriobacteriia	84998	class	0	5	0	0.0
Coriobacteriales	84999	order	0	1	0	0.0
Sphaerobacteraceae	85002	family	0	1	0	0.0
Bifidobacteriales	85004	order	0	1	0	0.0
Micrococcales	85006	order	0	17	0	0.0
Corynebacteriales	85007	order	0	23	0	0.0
Micromonosporales	85008	order	0	1	0	0.0
Propionibacteriales	85009	order	0	3	0	0.0
Streptomycetales	85011	order	0	6	0	0.0
Streptosporangiales	85012	order	0	1	0	0.0
Frankiales	85013	order	0	1	0	0.0
Nocardioidaceae	85015	family	0	2	0	0.0
Cellulomonadaceae	85016	family	0	1	0	0.0
Promicromonosporaceae	85017	family	0	1	0	0.0
Microbacteriaceae	85023	family	0	11	0	0.0
Nocardiaceae	85025	family	0	5	0	0.0
Geodermatophilaceae	85030	family	0	4	0	0.0
Nakamurellaceae	85031	family	0	2	0	0.0
Glycomycetaceae	85034	family	0	1	0	0.0
Pseudarthrobacter chlorophenolicus	85085	species	4980870	35	21	0.0
Mannheimia varigena	85404	species	2201818	6	3	0.0
Bosea	85413	genus	0	5	0	0.0
Thauera sp. MZ1T	85643	species	4574586	115	75	0.0
[Bacillus] selenitireducens	85683	species	3592487	9	8	0.0
Achromobacter xylosoxidans	85698	species	9063264	246	138	0.0
Bartonella tribocorum	85701	species	2636792	1	1	0.0
Thermacetogenium phaeum	85874	species	2939057	26	18	0.0
Chlamydia pecorum	85991	species	1105923	1	1	0.0
Syntrophothermus lipocalidus	86170	species	2405559	14	11	0.0
Saccharophagus degradans	86304	species	5057531	8	7	0.0
Methanoculleus sp. MAB1	86622	species	2859299	19	5	0.0
Bacillus weihenstephanensis	86662	species	5740546	3	1	0.0
Bacillus halodurans	86665	species	4202352	1	1	0.0
Aerococcus christensenii	87541	species	1634920	1	1	0.0
Burkholderia multivorans	87883	species	13696114	130	70	0.0
Treponema primitia	88058	species	4059867	17	12	0.0
Caulobacter segnis	88688	species	4655622	76	42	0.0
Corynebacterium terpenotabidum	89154	species	2751233	21	17	0.0
Ruegeria pomeroyi	89184	species	4601048	87	58	0.0
Gluconacetobacter	89583	genus	0	2	0	0.0
Hymenobacter	89966	genus	0	1	0	0.0
Bacilli	91061	class	0	1	0	0.0
Enterobacterales	91347	order	0	12	0	0.0
Candidatus Paracaedibacter acanthamoebae	91604	species	2485110	8	5	0.0
Asaia bogorensis	91915	species	3198265	15	12	0.0
Thioalkalimicrobium aerophilum	92245	species	2158359	10	4	0.0
[Brevibacterium] flavum	92706	species	3339820	7	0	0.0
Ketogulonicigenium vulgare	92945	species	5302341	26	19	0.0
Pandoraea	93217	genus	0	8	1	0.0
Pandoraea apista	93218	species	16769721	43	26	0.0
Pandoraea norimbergensis	93219	species	6167370	29	17	0.0
Pandoraea pnomenusa	93220	species	11008666	64	34	0.0
Pandoraea pulmonicola	93221	species	5867621	42	32	0.0
Pandoraea sputorum	93222	species	5751958	38	24	0.0
Edwardsiella hoshinae	93378	species	3811650	20	13	0.0
Fervidobacterium pennivorans	93466	species	2114116	4	2	0.0
Roseateles	93681	genus	0	1	0	0.0
Thermotoga petrophila	93929	species	1823511	4	0	0.0
Thermotoga naphthophila	93930	species	1809823	5	1	0.0
Shewanella sp. ANA-3	94122	species	5251146	6	1	0.0
Ramlibacter tataouinensis	94132	species	4493411	182	114	0.0
Dyadobacter fermentans	94254	species	6967790	25	22	0.0
Bordetella petrii	94624	species	5287950	71	42	0.0
Methanosarcinales	94695	order	0	1	0	0.0
Burkholderia stabilis	95485	species	8527947	60	21	0.0
Burkholderia cenocepacia	95486	species	15410767	237	68	0.0
Legionella fallonii	96230	species	4434890	4	3	0.0
Flavobacterium psychrophilum	96345	species	7603866	13	12	0.0
Ruegeria	97050	genus	0	3	0	0.0
Halobacteriovorax marinus	97084	species	3437906	7	6	0.0
Ferroplasma acidarmanus	97393	species	1935211	1	1	0.0
Anaerobaculum mobile	97477	species	2160700	8	7	0.0
Lactobacillus mucosae	97478	species	2434610	3	2	0.0
Bacillus sp. OxB-1	98228	species	3594618	3	3	0.0
Calothrix sp. PCC 7507	99598	species	7023215	6	2	0.0
Chloroherpeton thalassium	100716	species	3293456	8	7	0.0
Wolbachia endosymbiont of Onchocerca ochengi	100901	species	957990	2	0	0.0
Methanomethylovorans hollandica	101192	species	2714013	2	1	0.0
Aequorivita sublithincola	101385	species	3520671	8	7	0.0
Burkholderia ubonensis	101571	species	22281372	179	69	0.0
Stanieria cyanosphaera	102116	species	5544990	9	8	0.0
Desulfotomaculum gibsoniae	102134	species	4855529	15	12	0.0
Streptococcus infantarius	102684	species	1913271	1	0	0.0
Nostoc sp. PCC 7120	103690	species	7211789	8	6	0.0
Saccharothrix espanaensis	103731	species	9360653	114	73	0.0
Rhodococcus pyridinivorans	103816	species	5590512	37	4	0.0
Bordetella hinzii	103855	species	9772861	64	33	0.0
Ralstonia mannitolilytica	105219	species	9915295	86	44	0.0
Methylibium petroleiphilum	105560	species	4643639	89	65	0.0
Frankia casuarinae	106370	species	5433628	56	38	0.0
Cupriavidus	106589	genus	0	25	0	0.0
Cupriavidus necator	106590	species	7948767	143	70	0.0
Ensifer adhaerens	106592	species	7267502	67	40	0.0
Thioalkalivibrio	106633	genus	0	5	0	0.0
Thioalkalivibrio versutus	106634	species	2969361	86	54	0.0
Acinetobacter nosocomialis	106654	species	4061750	4	2	0.0
Opitutus terrae	107709	species	5957605	104	79	0.0
Thioalkalivibrio paradoxus	108010	species	3756729	100	62	0.0
Human mastadenovirus B	108098	species	35277	1	1	0.0
Thermoanaerobacter italicus	108150	species	2451061	1	0	0.0
Corynebacterium falsenii	108486	species	2719616	18	12	0.0
Rickettsia monacensis	109232	species	1353450	4	0	0.0
Halothiobacillus	109262	genus	0	1	0	0.0
Thermococcus guaymasensis	110164	species	1920914	5	3	0.0
Sinorhizobium medicae	110321	species	6817576	54	32	0.0
Pelotomaculum thermopropionicum	110500	species	3025375	27	21	0.0
Mycobacterium vanbaalenii	110539	species	6491865	73	38	0.0
Synechococcus sp. CC9605	110662	species	2510659	22	10	0.0
Actinomyces radicidentis	111015	species	3051613	55	36	0.0
Muricauda ruestringensis	111501	species	3842422	7	6	0.0
Leptolyngbya sp. PCC 7376	111781	species	5125950	6	5	0.0
Sulfolobus tokodaii	111955	species	2694756	3	2	0.0
Bathymodiolus septemdierum thioautotrophic gill symbiont	113267	species	1469434	4	4	0.0
Geoglobus ahangari	113653	species	1770093	6	4	0.0
Bradyrhizobium sp. ORS 278	114615	species	7456587	107	51	0.0
Methylobacterium nodulans	114616	species	8839022	87	63	0.0
Natrialba phage PhiCh1	114777	species	58498	1	0	0.0
Sphingopyxis alaskensis	117207	species	3373713	36	19	0.0
Denitrovibrio acetiphilus	118000	species	3222077	5	4	0.0
Oscillatoria acuminata	118323	species	7804270	10	7	0.0
Brucellaceae	118882	family	0	1	0	0.0
Deinococcales	118964	order	0	6	0	0.0
Methylobacteriaceae	119045	family	0	6	0	0.0
Burkholderiaceae	119060	family	0	28	0	0.0
Hydrogenophilales	119069	order	0	1	0	0.0
Aerococcus sanguinicola	119206	species	2033849	4	4	0.0
Cupriavidus metallidurans	119219	species	6913352	63	38	0.0
Pseudothermotoga thermarum	119394	species	2039943	5	2	0.0
Syntrophobacter fumaroxidans	119484	species	4990251	75	54	0.0
Marinomonas mediterranea	119864	species	4684316	4	4	0.0
Brucella pinnipedialis	120576	species	3365148	11	0	0.0
Brucella ceti	120577	species	3278034	11	0	0.0
Methylocella	120652	genus	0	1	0	0.0
Roseiflexus castenholzii	120962	species	5723298	38	29	0.0
Pseudarthrobacter sulfonivorans	121292	species	5056151	29	21	0.0
Pannonibacter phragmitetus	121719	species	5669701	55	30	0.0
Pectobacterium	122277	genus	0	2	0	0.0
Bordetella trematum	123899	species	4485537	51	36	0.0
Thermotoga sp. RQ7	126738	species	1851618	5	1	0.0
Thermotoga sp. RQ2	126740	species	1877693	2	0	0.0
Stenotrophomonas acidaminiphila	128780	species	4138297	99	52	0.0
Aerococcus urinaehominis	128944	species	1831400	3	2	0.0
Geobacillus	129337	genus	0	9	3	0.0
Geobacillus subterraneus	129338	species	3474426	12	9	0.0
Pseudocowpox virus	129726	species	145289	1	0	0.0
Bovine papular stomatitis virus	129727	species	134431	1	0	0.0
Carboxydothermus hydrogenoformans	129958	species	2401520	13	8	0.0
Kineococcus radiotolerans	131568	species	4956672	67	48	0.0
Desulfomicrobium orale	132132	species	2783374	25	17	0.0
Yaba-like disease virus	132475	leaf	144575	1	1	0.0
Rhodococcus jostii	132919	species	9702737	83	34	0.0
Exiguobacterium antarcticum	132920	species	2815863	3	2	0.0
Caldilinea aerophila	133453	species	5144873	60	47	0.0
Nitrosococcus halophilus	133539	species	4145260	18	14	0.0
Leisingera methylohalidivorans	133924	species	4650996	60	41	0.0
Olsenella uli	133926	species	2051896	29	19	0.0
secondary endosymbiont of Heteropsylla cubana	134287	species	1121596	1	1	0.0
Paraburkholderia fungorum	134537	species	9058983	66	38	0.0
Mycobacterium goodii	134601	species	7105933	69	47	0.0
Opitutaceae	134623	family	0	4	0	0.0
Actinoplanes sp. SE50/110	134676	species	9239851	116	70	0.0
Nocardia cyriacigeorgica	135487	species	6194645	65	45	0.0
Idiomarina loihiensis	135577	species	2839538	9	8	0.0
Chromatiales	135613	order	0	13	0	0.0
Xanthomonadales	135614	order	0	15	0	0.0
Cardiobacteriales	135615	order	0	1	0	0.0
Thiotrichaceae	135617	family	0	1	0	0.0
Methylococcales	135618	order	0	1	0	0.0
Oceanospirillales	135619	order	0	4	0	0.0
Oceanospirillaceae	135620	family	0	1	0	0.0
Pseudomonadaceae	135621	family	0	32	0	0.0
Alteromonadales	135622	order	0	2	0	0.0
Aeromonadales	135624	order	0	3	0	0.0
Pasteurellales	135625	order	0	1	0	0.0
Bacillus endophyticus	135735	species	5313985	5	5	0.0
Mycoplasma haemocanis	136241	species	919992	3	1	0.0
Leuconostoc kimchii	136609	species	2101787	1	1	0.0
Corynebacterium testudinoris	136857	species	2721226	8	4	0.0
Weissella cibaria	137591	species	2577731	2	2	0.0
Blastococcus saxobsidens	138336	species	4875340	101	60	0.0
Isoptericola variabilis	139208	species	3307740	54	32	0.0
Desulfitobacterium metallireducens	142877	species	3176073	4	4	0.0
Filifactor alocis	143361	species	1931012	1	1	0.0
[Eubacterium] sulci	143393	species	1739380	2	2	0.0
Rathayibacter toxicus	145458	species	4674320	7	2	0.0
Thermosynechococcus elongatus	146786	species	2593857	6	4	0.0
Halorhabdus utahensis	146826	species	3116795	20	16	0.0
Corynebacterium simulans	146827	species	5336673	9	7	0.0
Salinibacter ruber	146919	species	3710123	53	45	0.0
Streptomyces parvulus	146923	species	7766531	79	43	0.0
Azospira oryzae	146939	species	3806980	70	46	0.0
Thermobispora	147067	genus	0	1	0	0.0
Thioalkalimicrobium cyclicum	147268	species	1932455	6	3	0.0
Carnobacterium inhibens	147709	species	2497115	1	1	0.0
Paraburkholderia phymatum	148447	species	8676562	66	38	0.0
Sulfuricurvum kujiense	148813	species	2819357	5	4	0.0
Lactobacillus kunkeei	148814	species	1614522	1	1	0.0
Massilia	149698	genus	0	1	0	0.0
Marinitoga piezophila	149715	species	2244793	2	1	0.0
Streptococcus lutetiensis	150055	species	1975547	2	1	0.0
Vibrio antiquarius	150340	species	5089025	5	1	0.0
Treponema azotonutricium	150829	species	3855671	10	5	0.0
Pseudopedobacter saltans	151895	species	4635236	2	1	0.0
Starkeya	152053	genus	0	2	0	0.0
Chloroflexus aggregans	152260	species	4684931	21	16	0.0
Pseudoalteromonas issachenkonii	152297	species	4131541	5	1	0.0
Burkholderia ambifaria	152480	species	11349840	98	45	0.0
Burkholderia dolosa	152500	species	6409095	45	6	0.0
Sphingomonas melonis	152682	species	4196755	49	19	0.0
Corynebacterium efficiens	152794	species	3219505	22	16	0.0
Kozakia baliensis	153496	species	6599181	19	16	0.0
Nitrosomonas sp. AL212	153948	species	3337023	5	2	0.0
Cellvibrio japonicus	155077	species	4576573	19	13	0.0
Bacillus toyonensis	155322	species	5025419	1	0	0.0
Methanothermococcus okinawensis	155863	species	1677455	1	1	0.0
Caulobacter vibrioides	155892	species	4029938	77	50	0.0
Acaryochloris marina	155978	species	8361599	9	8	0.0
Thioflavicoccus	156885	genus	0	3	0	0.0
Corynebacterium imitans	156978	species	2565321	21	11	0.0
[Mannheimia] succiniciproducens	157673	species	2314078	3	2	0.0
Pseudomonas parafulva	157782	species	5087619	48	25	0.0
Pseudomonas cremoricolorata	157783	species	4780403	45	24	0.0
Chromohalobacter salexigens	158080	species	3696649	58	43	0.0
Hahella chejuensis	158327	species	7215267	44	34	0.0
Novosphingobium resinovorum	158500	species	6918128	78	50	0.0
Bifidobacterium scardovii	158787	species	3158347	25	18	0.0
Cedecea neteri	158822	species	23867322	75	36	0.0
Enterobacter hormaechei	158836	species	11766809	29	7	0.0
Collimonas fungivorans	158899	species	5393313	74	50	0.0
Roseibacterium	159345	genus	0	2	0	0.0
Roseibacterium elongatum	159346	species	3555109	62	43	0.0
Paenibacillus terrae	159743	species	6083395	4	2	0.0
Ignicoccus hospitalis	160233	species	1297538	3	3	0.0
Corynebacterium casei	160386	species	3132213	6	5	0.0
Acidihalobacter prosperus	160660	species	3566941	48	31	0.0
Raoultella	160674	genus	0	1	0	0.0
Sphingomonas wittichii	160791	species	5915246	100	65	0.0
Skunkpox virus	160796	species	222832	1	0	0.0
Paenibacillus borealis	160799	species	8156808	20	7	0.0
Acidithiobacillus ferrivorans	160808	species	3207552	25	18	0.0
Planococcus antarcticus	161360	species	3804624	5	4	0.0
Pseudoalteromonas phenolica	161398	species	4868993	2	2	0.0
Anaeromyxobacter	161492	genus	0	4	0	0.0
Anaeromyxobacter dehalogenans	161493	species	5021404	237	91	0.0
Corynebacterium kroppenstedtii	161879	species	2446804	5	5	0.0
Corynebacterium camporealensis	161896	species	2451810	6	2	0.0
Corynebacterium singulare	161899	species	2830519	11	4	0.0
Haliangium	162027	genus	0	2	0	0.0
Paenibacillus naphthalenovorans	162209	species	5200139	11	7	0.0
Thermococcus cleftensis	163003	species	1950313	6	4	0.0
Streptomyces puniciscabiei	164348	species	9698948	89	53	0.0
Blattabacterium punctulatus	164514	species	609561	2	2	0.0
Mycobacterium sp. MCS	164756	species	5920523	54	1	0.0
Mycobacterium sp. JLS	164757	species	6048425	54	8	0.0
Sphingobium	165695	genus	0	8	0	0.0
Novosphingobium	165696	genus	0	5	0	0.0
Sphingopyxis	165697	genus	0	3	0	0.0
Synechococcus sp. WH 8109	166314	species	2111515	18	13	0.0
Thermobaculum terrenum	166501	species	3101581	11	8	0.0
Pseudoalteromonas translucida	166935	species	4147593	1	0	0.0
Ilyobacter polytropus	167642	species	3132314	1	0	0.0
Anaerolinea thermophila	167964	species	3532378	30	26	0.0
uncultured Termite group 1 bacterium	167965	species	1148570	2	2	0.0
Candidatus Ishikawaella capsulata	168169	species	754729	1	0	0.0
Laribacter	168470	genus	0	1	0	0.0
Laribacter hongkongensis	168471	species	3169329	37	25	0.0
Salinispora	168694	genus	0	3	0	0.0
Salinispora tropica	168695	species	5183331	51	34	0.0
Salinispora arenicola	168697	species	5786361	46	33	0.0
Thalassospira	168934	genus	0	1	0	0.0
Corynebacterium aurimucosum	169292	species	2819226	14	7	0.0
Clostridium saccharobutylicum	169679	species	5107814	2	2	0.0
Paenibacillus stellifer	169760	species	5658798	24	20	0.0
Methanosarcina lacustris	170861	species	4139808	3	2	0.0
Mycoplasma cynos	171284	species	998123	1	1	0.0
Tistrella	171436	genus	0	2	0	0.0
Tistrella mobilis	171437	species	6512983	107	72	0.0
Bacteroidales	171549	order	0	2	0	0.0
Porphyromonadaceae	171551	family	0	1	0	0.0
Thermodesulfatator indicus	171695	species	2322224	9	7	0.0
Elizabethkingia miricola	172045	species	4242519	3	2	0.0
Thermococcus sibiricus	172049	species	1845800	1	1	0.0
Gemmatimonas	173479	genus	0	1	0	0.0
Gemmatimonas aurantiaca	173480	species	4636964	42	31	0.0
Ramlibacter	174951	genus	0	5	0	0.0
Pseudothermotoga lettingae	177758	species	2135342	1	0	0.0
Opitutus	178440	genus	0	1	0	0.0
Leptospirillum ferriphilum	178606	species	2368371	16	4	0.0
Alicycliphilus denitrificans	179636	species	4953232	96	49	0.0
Cyprinid herpesvirus 3	180230	species	295146	1	1	0.0
Delftia tsuruhatensis	180282	species	7195716	77	25	0.0
Emiliania huxleyi virus 86	181082	species	407339	1	1	0.0
Desulfococcus oleovorans	181663	species	3944167	114	91	0.0
Desulfovibrio aespoeensis	182210	species	3629109	66	42	0.0
Erwinia billingiae	182337	species	5372268	11	8	0.0
Kribbella	182639	genus	0	1	0	0.0
Kribbella flavida	182640	species	7579488	93	61	0.0
Oceanobacillus iheyensis	182710	species	3630528	3	3	0.0
Halobacteria	183963	class	0	1	0	0.0
Thermoplasmata	183967	class	0	1	0	0.0
Thermodesulfobium narugense	184064	species	1898865	2	1	0.0
Thermoproteus uzoniensis	184117	species	1936063	3	2	0.0
Corallococcus coralloides	184914	species	10080619	143	82	0.0
Desulfovibrio magneticus	184917	species	5315620	87	67	0.0
Butyrivibrio hungatei	185008	species	3386314	3	2	0.0
Paludibacter propionicigenes	185300	species	3685504	11	8	0.0
Xylanimonas cellulosilytica	186189	species	3831380	50	30	0.0
Marinithermus	186191	genus	0	1	0	0.0
Marinithermus hydrothermalis	186192	species	2269167	40	24	0.0
Candidatus Baumannia cicadellinicola	186490	species	1040878	2	2	0.0
L5virus	186764	genus	51797	1	0	0.0
Clostridia	186801	class	0	5	0	0.0
Clostridiales	186802	order	0	4	0	0.0
Thermoanaerobacteraceae	186814	family	0	1	0	0.0
Paenibacillaceae	186822	family	0	3	0	0.0
Lactobacillales	186826	order	0	2	0	0.0
Thioalkalivibrio nitratireducens	186931	species	4002350	105	62	0.0
Sneathia amnii	187101	species	1330224	1	0	0.0
Oceanithermus profundus	187137	species	2439291	58	40	0.0
Methylocystis sp. SC2	187303	species	3773444	37	32	0.0
Acidaminococcus intestini	187327	species	2487765	1	1	0.0
Thalassolituus oleivorans	187493	species	3842190	5	3	0.0
Thermococcus gammatolerans	187878	species	2045438	6	4	0.0
Thermotogae	188708	class	0	1	0	0.0
Thermaceae	188786	family	0	2	0	0.0
Deinococci	188787	class	0	4	0	0.0
Oleispira antarctica	188908	species	4406383	7	5	0.0
Pedobacter cryoconitis	188932	species	5950539	16	14	0.0
Paenibacillus graminis	189425	species	7166464	9	4	0.0
Paenibacillus odorifer	189426	species	6812473	5	3	0.0
Chrysiogenaceae	189770	family	0	1	0	0.0
Thermomicrobiales	189776	order	0	1	0	0.0
Thermomicrobiaceae	189777	family	0	1	0	0.0
Nitrospirales	189778	order	0	2	0	0.0
Nitrospiraceae	189779	family	0	1	0	0.0
Mycobacterium sp. KMS	189918	species	6256079	54	0	0.0
Ralstonia insidiosa	190721	species	12164766	67	32	0.0
Vibrio coralliilyticus	190893	species	17260629	12	8	0.0
Rhodococcus aetherivorans	191292	species	5922748	80	45	0.0
Chlorobia	191410	class	0	1	0	0.0
Chlorobiales	191411	order	0	1	0	0.0
Chlorobiaceae	191412	family	0	2	0	0.0
Conexibacter	191494	genus	0	1	0	0.0
Conexibacter woesei	191495	species	6359369	159	125	0.0
Fluviicola taffensis	191579	species	4633577	7	6	0.0
Corynebacterium atypicum	191610	species	2359448	20	14	0.0
Shewanella denitrificans	192073	species	4545906	4	3	0.0
Planococcus maritimus	192421	species	3280721	10	7	0.0
Rhodoferax ferrireducens	192843	species	4969784	34	25	0.0
Sulfurospirillum halorespirans	194424	species	3029840	2	1	0.0
Desulfovibrionaceae	194924	family	0	6	0	0.0
Synechococcus sp. PCC 8807	195248	species	3304088	7	2	0.0
Synechococcus sp. PCC 6312	195253	species	3720499	8	7	0.0
Synechococcus sp. PCC 7117	195498	species	3432101	4	1	0.0
Thermococcus nautili	195522	species	1976356	2	2	0.0
Nocardioides sp. JS614	196162	species	5293685	105	72	0.0
Actinoplanes friuliensis	196914	species	9376071	118	78	0.0
Deferribacter desulfuricans	197162	species	2542933	14	12	0.0
Streptococcus pasteurianus	197614	species	2100077	1	0	0.0
Azoarcus sp. CIB	198107	species	5257030	109	75	0.0
Candidatus Pelagibacter ubique	198252	species	1308759	2	1	0.0
Anoxybacillus gonensis	198467	species	2803668	4	3	0.0
Pseudomonas koreensis	198620	species	12292986	65	37	0.0
Methylocella silvestris	199596	species	4305430	42	27	0.0
Caldisphaera lagunensis	200415	species	1546846	5	3	0.0
Pseudomonas trivialis	200450	species	6452803	33	11	0.0
Pseudomonas poae	200451	species	5512241	35	17	0.0
Bacteroidia	200643	class	0	1	0	0.0
Flavobacteriales	200644	order	0	1	0	0.0
Flammeovirgaceae	200667	family	0	1	0	0.0
Planococcus rifietoensis	200991	species	3505011	12	10	0.0
Maize bushy stunt phytoplasma	202462	species	576118	2	0	0.0
Sulfurimonas autotrophica	202747	species	2153198	5	3	0.0
Collimonas	202907	genus	0	1	0	0.0
Planctomycetia	203683	class	0	2	0	0.0
Spirochaetia	203692	class	0	1	0	0.0
Nitrospira	203693	class	0	1	0	0.0
Candidatus Blochmannia	203804	genus	0	1	1	0.0
Candidatus Blochmannia floridanus	203907	species	705557	2	1	0.0
Dickeya	204037	genus	0	1	0	0.0
Dickeya dadantii	204038	species	4922802	23	6	0.0
Dickeya zeae	204042	species	4675379	26	17	0.0
Acidobacteriia	204432	class	0	1	0	0.0
Acidobacteriales	204433	order	0	3	0	0.0
Acidobacteriaceae	204434	family	0	2	0	0.0
Rhodospirillales	204441	order	0	10	0	0.0
Rhodobacterales	204455	order	0	4	0	0.0
Sphingomonadales	204457	order	0	9	0	0.0
Caulobacterales	204458	order	0	3	0	0.0
Herminiimonas arsenicoxydans	204773	species	3424307	16	12	0.0
Novosphingobium pentaromativorans	205844	species	5457578	44	18	0.0
Mycobacterium phage Omega	205879	species	110865	1	1	0.0
Hydrogenophilaceae	206349	family	0	1	0	0.0
Methylophilales	206350	order	0	1	0	0.0
Neisseriales	206351	order	0	1	0	0.0
Rhodocyclales	206389	order	0	5	0	0.0
Sulfurovum lithotrophicum	206403	species	2217891	5	3	0.0
Parvularcula	208215	genus	0	1	0	0.0
Parvularcula bermudensis	208216	species	2902643	9	8	0.0
Enterobacter kobei	208224	species	4927478	10	1	0.0
Alkaliphilus metalliredigens	208226	species	4929566	3	3	0.0
Amycolatopsis japonica	208439	species	9053857	103	59	0.0
Oceanithermus	208447	genus	0	1	0	0.0
Carnobacterium sp. 17-4	208596	species	2685399	1	0	0.0
Escherichia albertii	208962	species	4679521	8	5	0.0
Acanthamoeba polyphaga mimivirus	212035	species	1181549	4	4	0.0
Vibrio tasmaniensis	212663	species	4974818	4	3	0.0
Mycobacterium sp. JS623	212767	species	7221766	49	31	0.0
Desulfovibrionales	213115	order	0	7	0	0.0
Desulfomicrobiaceae	213116	family	0	1	0	0.0
Desulfobacterales	213118	order	0	2	0	0.0
Desulfobacteraceae	213119	family	0	2	0	0.0
Desulfobulbaceae	213121	family	0	2	0	0.0
Geobacteraceae	213422	family	0	9	0	0.0
Syntrophobacterales	213462	order	0	1	0	0.0
Bdellovibrionales	213481	order	0	1	0	0.0
Micavibrio	213485	genus	0	1	0	0.0
Halomonas campaniensis	213554	species	4074048	10	6	0.0
